area_target,best_seed,selection_basis,decoder_dissipated_power,decoder_contact_area,shapely_contact_posthoc,final_constraint,elapsed_seconds_sum
50.0,11,feasible,50.42800341649731,49.21698823944373,47.64916762423146,0.015660235211125362,1433.2209347999888
60.0,11,feasible,49.1798967864019,61.93243903988798,60.03935295605178,-0.03220731733146631,1434.818417999777
70.0,77,feasible,56.46271586083118,69.38215814610425,66.48259234508077,0.008826312198510822,1436.664035800146
80.0,77,feasible,81.45839659733346,80.04254272644539,78.49426823707809,-0.0005317840805674212,1441.5751825999469
